mgi_symbol	gene_id	gene_name
Mterf4	ENSMUSG00000026273	MTERF4
Mtf1	ENSMUSG00000028890	MTF1
Mtf2	ENSMUSG00000029267	MTF2
Mtfmt	ENSMUSG00000059183	MTFMT
Mtfp1	ENSMUSG00000004748	MTFP1
Mtfr1	ENSMUSG00000027601	MTFR1
Mtfr1l	ENSMUSG00000046671	MTFR1L
Mtfr2	ENSMUSG00000019992	MTFR2
Mtg1	ENSMUSG00000039018	MTG1
Mtg2	ENSMUSG00000039069	MTG2
Mthfd1	ENSMUSG00000021048	MTHFD1
Mthfd1l	ENSMUSG00000040675	MTHFD1L
Mthfd2	ENSMUSG00000005667	MTHFD2
Mthfd2l	ENSMUSG00000029376	MTHFD2L
Mthfr	ENSMUSG00000029009	MTHFR
Mthfs	ENSMUSG00000066442	ST20-MTHFS
Mthfs	ENSMUSG00000066442	MTHFS
Mthfsd	ENSMUSG00000031816	MTHFSD
Mthfsl	ENSMUSG00000079427	MTHFS
Mthfsl	ENSMUSG00000079427	ST20-MTHFS
Mtif2	ENSMUSG00000020459	MTIF2
Mtif3	ENSMUSG00000016510	MTIF3
Mtln	ENSMUSG00000051319	MTLN
Mtm1	ENSMUSG00000031337	MTM1
Mtmr1	ENSMUSG00000015214	MTMR1
Mtmr10	ENSMUSG00000030522	MTMR10
Mtmr11	ENSMUSG00000045934	MTMR11
Mtmr12	ENSMUSG00000039458	MTMR12
Mtmr14	ENSMUSG00000030269	MTMR14
Mtmr2	ENSMUSG00000031918	MTMR2
Mtmr3	ENSMUSG00000034354	MTMR3
Mtmr4	ENSMUSG00000018401	MTMR4
Mtmr6	ENSMUSG00000021987	MTMR6
Mtmr7	ENSMUSG00000039431	MTMR7
Mtmr9	ENSMUSG00000035078	MTMR9
Mtnr1a	ENSMUSG00000054764	MTNR1A
Mtnr1b	ENSMUSG00000050901	MTNR1B
Mto1	ENSMUSG00000032342	MTO1
Mtor	ENSMUSG00000028991	MTOR
Mtpap	ENSMUSG00000024234	MTPAP
Mtpn	ENSMUSG00000029840	MTPN
Mtr	ENSMUSG00000021311	MTR
Mtres1	ENSMUSG00000019797	MTRES1
Mtrex	ENSMUSG00000016018	MTREX
Mtrf1	ENSMUSG00000022022	MTRF1
Mtrf1l	ENSMUSG00000019774	MTRF1L
Mtrfr	ENSMUSG00000047635	MTRFR
Mtrr	ENSMUSG00000034617	MTRR
Mtss1	ENSMUSG00000022353	MTSS1
Mtss2	ENSMUSG00000033763	MTSS2
Mttp	ENSMUSG00000028158	MTTP
Mturn	ENSMUSG00000038065	MTURN
Mtus1	ENSMUSG00000045636	MTUS1
Mtus2	ENSMUSG00000029651	MTUS2
Mtx1	ENSMUSG00000064068	MTX1
Mtx2	ENSMUSG00000027099	MTX2
Mtx3	ENSMUSG00000021704	MTX3
Muc1	ENSMUSG00000042784	MUC1
Muc13	ENSMUSG00000022824	MUC13
Muc15	ENSMUSG00000050808	MUC15
Muc16	ENSMUSG00000109564	MUC16
Muc19	ENSMUSG00000118670	MUC19
Muc20	ENSMUSG00000035638	MUC20
Muc21	ENSMUSG00000090588	MUC21
Muc3	ENSMUSG00000037390	MUC17
Muc3a	ENSMUSG00000094840	MUC3A
Muc4	ENSMUSG00000118672	MUC4
Muc5ac	ENSMUSG00000037974	MUC5AC
Muc5b	ENSMUSG00000066108	MUC5B
Muc6	ENSMUSG00000118661	MUC6
Mucl3	ENSMUSG00000073408	MUCL3
Mug1	ENSMUSG00000059908	PZP
Mug1	ENSMUSG00000059908	CPAMD8
Mug2	ENSMUSG00000030131	CPAMD8
Mug2	ENSMUSG00000030131	PZP
Mul1	ENSMUSG00000041241	MUL1
Mus81	ENSMUSG00000024906	MUS81
Musk	ENSMUSG00000057280	MUSK
Mustn1	ENSMUSG00000042485	MUSTN1
Mutyh	ENSMUSG00000028687	MUTYH
Mvb12a	ENSMUSG00000031813	MVB12A
Mvb12b	ENSMUSG00000038740	MVB12B
Mvd	ENSMUSG00000006517	MVD
Mvk	ENSMUSG00000041939	MVK
Mvp	ENSMUSG00000030681	MVP
Mx1	ENSMUSG00000000386	MX1
Mx2	ENSMUSG00000023341	MX1
Mxd1	ENSMUSG00000001156	MXD1
Mxd3	ENSMUSG00000021485	MXD3
Mxd4	ENSMUSG00000037235	MXD4
Mxi1	ENSMUSG00000025025	MXI1
Mxra8	ENSMUSG00000029070	MXRA8
Myadm	ENSMUSG00000068566	MYADM
Myadml2	ENSMUSG00000025141	MYADML2
Myb	ENSMUSG00000019982	MYB
Mybbp1a	ENSMUSG00000040463	MYBBP1A
Mybl1	ENSMUSG00000025912	MYBL1
Mybl2	ENSMUSG00000017861	MYBL2
Mybpc1	ENSMUSG00000020061	MYBPC1
Mybpc2	ENSMUSG00000038670	MYBPC2
Mybpc3	ENSMUSG00000002100	MYBPC3
Mybph	ENSMUSG00000042451	MYBPH
Mybphl	ENSMUSG00000068745	MYBPHL
Myc	ENSMUSG00000022346	MYC
Mycbp	ENSMUSG00000028647	MYCBP
Mycbp2	ENSMUSG00000033004	MYCBP2
Mycbpap	ENSMUSG00000039110	MYCBPAP
Mycl	ENSMUSG00000028654	MYCL
Mycs	ENSMUSG00000044597	MYCN
Myct1	ENSMUSG00000046916	MYCT1
Myd88	ENSMUSG00000032508	MYD88
Mydgf	ENSMUSG00000019579	MYDGF
Myef2	ENSMUSG00000027201	MYEF2
Myf5	ENSMUSG00000000435	MYF5
Myf6	ENSMUSG00000035923	MYF6
Myg1	ENSMUSG00000001285	MYG1
Myh1	ENSMUSG00000056328	MYH1
Myh10	ENSMUSG00000020900	MYH10
Myh11	ENSMUSG00000018830	MYH11
Myh13	ENSMUSG00000060180	MYH13
Myh14	ENSMUSG00000030739	MYH14
Myh15	ENSMUSG00000092009	MYH15
Myh3	ENSMUSG00000020908	MYH3
Myh6	ENSMUSG00000040752	MYH6
Myh7	ENSMUSG00000053093	MYH7
Myh7b	ENSMUSG00000074652	MYH7B
Myh8	ENSMUSG00000055775	MYH8
Myh9	ENSMUSG00000022443	MYH9
Myl1	ENSMUSG00000061816	MYL1
Myl10	ENSMUSG00000005474	MYL10
Myl2	ENSMUSG00000013936	MYL2
Myl3	ENSMUSG00000059741	MYL3
Myl4	ENSMUSG00000061086	MYL4
Myl6	ENSMUSG00000090841	MYL6
Myl6b	ENSMUSG00000039824	MYL6B
Myl7	ENSMUSG00000020469	MYL7
Myl9	ENSMUSG00000067818	MYL9
Mylip	ENSMUSG00000038175	MYLIP
Mylk	ENSMUSG00000022836	MYLK
Mylk2	ENSMUSG00000027470	MYLK2
Mylk3	ENSMUSG00000031698	MYLK3
Mylk4	ENSMUSG00000044951	MYLK4
Mylpf	ENSMUSG00000030672	MYLPF
Mymk	ENSMUSG00000009214	MYMK
Mymx	ENSMUSG00000079471	MYMX
Mynn	ENSMUSG00000037730	MYNN
Myo10	ENSMUSG00000022272	MYO10
Myo15	ENSMUSG00000042678	MYO15A
Myo15b	ENSMUSG00000034427	MYO15B
Myo16	ENSMUSG00000039057	MYO16
Myo18a	ENSMUSG00000000631	MYO18A
Myo18b	ENSMUSG00000072720	MYO18B
Myo19	ENSMUSG00000020527	MYO19
Myo1a	ENSMUSG00000025401	MYO1A
Myo1b	ENSMUSG00000018417	MYO1B
Myo1c	ENSMUSG00000017774	MYO1C
Myo1d	ENSMUSG00000035441	MYO1D
Myo1e	ENSMUSG00000032220	MYO1E
Myo1f	ENSMUSG00000024300	MYO1F
Myo1g	ENSMUSG00000020437	MYO1G
Myo1h	ENSMUSG00000066952	MYO1H
Myo3a	ENSMUSG00000025716	MYO3A
Myo3b	ENSMUSG00000042064	MYO3B
Myo5a	ENSMUSG00000034593	MYO5A
Myo5b	ENSMUSG00000025885	MYO5B
Myo5c	ENSMUSG00000033590	MYO5C
Myo6	ENSMUSG00000033577	MYO6
Myo7a	ENSMUSG00000030761	MYO7A
Myo7b	ENSMUSG00000024388	MYO7B
Myo9a	ENSMUSG00000039585	MYO9A
Myo9b	ENSMUSG00000004677	MYO9B
Myoc	ENSMUSG00000026697	MYOC
Myocd	ENSMUSG00000020542	MYOCD
Myod1	ENSMUSG00000009471	MYOD1
Myof	ENSMUSG00000048612	MYOF
Myog	ENSMUSG00000026459	MYOG
Myom1	ENSMUSG00000024049	MYOM1
Myom2	ENSMUSG00000031461	MYOM2
Myom3	ENSMUSG00000037139	MYOM3
Myorg	ENSMUSG00000046312	MYORG
Myot	ENSMUSG00000024471	MYOT
Myoz1	ENSMUSG00000068697	MYOZ1
Myoz2	ENSMUSG00000028116	MYOZ2
Myoz3	ENSMUSG00000049173	MYOZ3
Mypn	ENSMUSG00000020067	MYPN
Mypop	ENSMUSG00000048481	MYPOP
Myrf	ENSMUSG00000036098	MYRF
Myrfl	ENSMUSG00000034057	MYRFL
Myrip	ENSMUSG00000041794	MYRIP
Mysm1	ENSMUSG00000062627	MYSM1
Myt1	ENSMUSG00000010505	MYT1
Myt1l	ENSMUSG00000061911	MYT1L
Myzap	ENSMUSG00000041361	MYZAP
Myzap	ENSMUSG00000041361	GCOM1
Mzb1	ENSMUSG00000024353	MZB1
Mzf1	ENSMUSG00000030380	MZF1
Mzt1	ENSMUSG00000033186	MZT1
Mzt2	ENSMUSG00000022671	MZT2A
Mzt2	ENSMUSG00000022671	MZT2B
n-R5s100	ENSMUSG00000119844	RNA5S1
n-R5s103	ENSMUSG00000118922	RNA5S4
n-R5s103	ENSMUSG00000118922	RNA5S14
n-R5s108	ENSMUSG00000119451	RNA5S16
n-R5s123	ENSMUSG00000119521	RNA5S16
n-R5s138	ENSMUSG00000118796	RNA5S6
n-R5s139	ENSMUSG00000119762	RNA5S7
n-R5s141	ENSMUSG00000119615	RNA5S12
n-R5s144	ENSMUSG00000119414	RNA5S3
n-R5s144	ENSMUSG00000119414	RNA5S2
n-R5s60	ENSMUSG00000118897	RNA5SP534
N4bp1	ENSMUSG00000031652	N4BP1
N4bp2	ENSMUSG00000037795	N4BP2
N4bp2l1	ENSMUSG00000041132	N4BP2L1
N4bp2l2	ENSMUSG00000029655	N4BP2L2
N4bp3	ENSMUSG00000001053	N4BP3
N6amt1	ENSMUSG00000044442	N6AMT1
Naa10	ENSMUSG00000031388	NAA10
Naa15	ENSMUSG00000063273	NAA15
Naa16	ENSMUSG00000022020	NAA16
Naa20	ENSMUSG00000002728	NAA20
Naa25	ENSMUSG00000042719	NAA25
Naa30	ENSMUSG00000036282	NAA30
Naa35	ENSMUSG00000021555	NAA35
Naa38	ENSMUSG00000059278	NAA38
Naa40	ENSMUSG00000024764	NAA40
Naa50	ENSMUSG00000022698	NAA50
Naa60	ENSMUSG00000005982	NAA60
Naa80	ENSMUSG00000079334	NAA80
Naaa	ENSMUSG00000029413	NAAA
Naalad2	ENSMUSG00000043943	NAALAD2
Naaladl1	ENSMUSG00000054999	NAALADL1
Naaladl2	ENSMUSG00000102758	NAALADL2
Nab1	ENSMUSG00000002881	NAB1
Nab2	ENSMUSG00000025402	NAB2
Nabp1	ENSMUSG00000026107	NABP1
Nabp2	ENSMUSG00000025374	NABP2
Naca	ENSMUSG00000061315	NACA
Nacad	ENSMUSG00000041073	NACAD
Nacc1	ENSMUSG00000001910	NACC1
Nacc2	ENSMUSG00000026932	NACC2
Nadk	ENSMUSG00000029063	NADK
Nadk2	ENSMUSG00000022253	NADK2
Nadsyn1	ENSMUSG00000031090	NADSYN1
Nae1	ENSMUSG00000031878	NAE1
Naf1	ENSMUSG00000014907	NAF1
Naga	ENSMUSG00000022453	NAGA
Nagk	ENSMUSG00000034744	NAGK
Naglu	ENSMUSG00000001751	NAGLU
Nagpa	ENSMUSG00000023143	NAGPA
Nags	ENSMUSG00000048217	NAGS
Naif1	ENSMUSG00000039164	NAIF1
Nalcn	ENSMUSG00000000197	NALCN
Nampt	ENSMUSG00000020572	NAMPT
Nanog	ENSMUSG00000012396	NANOGP8
Nanog	ENSMUSG00000012396	NANOG
Nanos1	ENSMUSG00000072437	NANOS1
Nanos2	ENSMUSG00000051965	NANOS2
Nanos3	ENSMUSG00000056155	NANOS3
Nanp	ENSMUSG00000053916	NANP
Nans	ENSMUSG00000028334	NANS
Nap1l1	ENSMUSG00000058799	NAP1L1
Nap1l2	ENSMUSG00000082229	NAP1L2
Nap1l3	ENSMUSG00000055733	NAP1L3
Nap1l4	ENSMUSG00000059119	NAP1L4
Nap1l5	ENSMUSG00000055430	NAP1L5
Napa	ENSMUSG00000006024	NAPA
Napb	ENSMUSG00000027438	NAPB
Napepld	ENSMUSG00000044968	NAPEPLD
Napg	ENSMUSG00000024581	NAPG
Naprt	ENSMUSG00000022574	NAPRT
Napsa	ENSMUSG00000002204	NAPSA
Narf	ENSMUSG00000000056	NARF
Nars	ENSMUSG00000024587	NARS1
Nars2	ENSMUSG00000018995	NARS2
Nasp	ENSMUSG00000028693	NASP
Nat1	ENSMUSG00000025588	NAT1
Nat1	ENSMUSG00000025588	NAT2
Nat10	ENSMUSG00000027185	NAT10
Nat14	ENSMUSG00000035285	NAT14
Nat2	ENSMUSG00000051147	NAT2
Nat2	ENSMUSG00000051147	NAT1
Nat3	ENSMUSG00000056426	NAT2
Nat3	ENSMUSG00000056426	NAT1
Nat8	ENSMUSG00000030004	NAT8B
Nat8	ENSMUSG00000030004	NAT8
Nat8f1	ENSMUSG00000057103	NAT8
Nat8f1	ENSMUSG00000057103	NAT8B
Nat8f2	ENSMUSG00000033634	NAT8B
Nat8f2	ENSMUSG00000033634	NAT8
Nat8f3	ENSMUSG00000051262	NAT8B
Nat8f3	ENSMUSG00000051262	NAT8
Nat8f4	ENSMUSG00000068299	NAT8
Nat8f4	ENSMUSG00000068299	NAT8B
Nat8f5	ENSMUSG00000079494	NAT8
Nat8f5	ENSMUSG00000079494	NAT8B
Nat8f6	ENSMUSG00000079495	NAT8
Nat8f6	ENSMUSG00000079495	NAT8B
Nat8f7	ENSMUSG00000089694	NAT8B
Nat8f7	ENSMUSG00000089694	NAT8
Nat8l	ENSMUSG00000048142	NAT8L
Nat9	ENSMUSG00000015542	NAT9
Natd1	ENSMUSG00000018931	NATD1
Nav1	ENSMUSG00000009418	NAV1
Nav2	ENSMUSG00000052512	NAV2
Nav3	ENSMUSG00000020181	NAV3
Naxd	ENSMUSG00000031505	NAXD
Naxe	ENSMUSG00000028070	NAXE
Nbas	ENSMUSG00000020576	NBAS
Nbdy	ENSMUSG00000086316	NBDY
Nbea	ENSMUSG00000027799	NBEA
Nbeal1	ENSMUSG00000073664	NBEAL1
Nbeal2	ENSMUSG00000056724	NBEAL2
Nbl1	ENSMUSG00000041120	NBL1
Nbn	ENSMUSG00000028224	NBN
Nbr1	ENSMUSG00000017119	NBR1
Ncald	ENSMUSG00000051359	NCALD
Ncam1	ENSMUSG00000039542	NCAM1
Ncam2	ENSMUSG00000022762	NCAM2
Ncan	ENSMUSG00000002341	NCAN
Ncapd2	ENSMUSG00000038252	NCAPD2
Ncapd3	ENSMUSG00000035024	NCAPD3
Ncapg	ENSMUSG00000015880	NCAPG
Ncapg2	ENSMUSG00000042029	NCAPG2
Ncaph	ENSMUSG00000034906	NCAPH
Ncaph2	ENSMUSG00000008690	NCAPH2
Ncbp1	ENSMUSG00000028330	NCBP1
Ncbp2	ENSMUSG00000022774	NCBP2L
Ncbp3	ENSMUSG00000020783	NCBP3
Nccrp1	ENSMUSG00000047586	NCCRP1
Ncdn	ENSMUSG00000028833	NCDN
Nceh1	ENSMUSG00000027698	NCEH1
Ncf1	ENSMUSG00000015950	NCF1
Ncf2	ENSMUSG00000026480	NCF2
Ncf4	ENSMUSG00000071715	NCF4
Nck1	ENSMUSG00000032475	NCK1
Nck2	ENSMUSG00000066877	NCK2
Nckap1	ENSMUSG00000027002	NCKAP1
Nckap1l	ENSMUSG00000022488	NCKAP1L
Nckap5	ENSMUSG00000049690	NCKAP5
Nckap5l	ENSMUSG00000023009	NCKAP5L
Nckipsd	ENSMUSG00000032598	NCKIPSD
Ncl	ENSMUSG00000026234	NCL
Ncln	ENSMUSG00000020238	NCLN
Ncmap	ENSMUSG00000043924	NCMAP
Ncoa1	ENSMUSG00000020647	NCOA1
Ncoa2	ENSMUSG00000005886	NCOA2
Ncoa3	ENSMUSG00000027678	NCOA3
Ncoa4	ENSMUSG00000056234	NCOA4
Ncoa5	ENSMUSG00000039804	NCOA5
Ncoa6	ENSMUSG00000038369	NCOA6
Ncoa7	ENSMUSG00000039697	NCOA7
Ncor1	ENSMUSG00000018501	NCOR1
Ncor2	ENSMUSG00000029478	NCOR2
Ncr1	ENSMUSG00000062524	NCR1
Ncs1	ENSMUSG00000062661	NCS1
Ncstn	ENSMUSG00000003458	NCSTN
Ndc1	ENSMUSG00000028614	NDC1
Ndc80	ENSMUSG00000024056	NDC80
Nde1	ENSMUSG00000022678	NDE1
Ndel1	ENSMUSG00000018736	NDEL1
Ndfip1	ENSMUSG00000024425	NDFIP1
Ndfip2	ENSMUSG00000053253	NDFIP2
Ndn	ENSMUSG00000033585	NDN
Ndnf	ENSMUSG00000049001	NDNF
Ndor1	ENSMUSG00000115018	NDOR1
Ndor1	ENSMUSG00000115074	NDOR1
Ndor1	ENSMUSG00000006471	NDOR1
Ndp	ENSMUSG00000040138	NDP
Ndrg1	ENSMUSG00000005125	NDRG1
Ndrg2	ENSMUSG00000004558	NDRG2
Ndrg3	ENSMUSG00000027634	NDRG3
Ndrg4	ENSMUSG00000036564	NDRG4
Ndst1	ENSMUSG00000054008	NDST1
Ndst2	ENSMUSG00000039308	NDST2
Ndst3	ENSMUSG00000027977	NDST3
Ndst4	ENSMUSG00000027971	NDST4
Ndufa1	ENSMUSG00000016427	NDUFA1
Ndufa10	ENSMUSG00000026260	NDUFA10
Ndufa11	ENSMUSG00000002379	NDUFA11
Ndufa12	ENSMUSG00000020022	NDUFA12
Ndufa13	ENSMUSG00000036199	NDUFA13
Ndufa2	ENSMUSG00000014294	NDUFA2
Ndufa3	ENSMUSG00000035674	NDUFA3
Ndufa4	ENSMUSG00000029632	NDUFA4
Ndufa4l2	ENSMUSG00000040280	NDUFA4L2
Ndufa5	ENSMUSG00000023089	NDUFA5
Ndufa6	ENSMUSG00000022450	NDUFA6
Ndufa7	ENSMUSG00000041881	NDUFA7
Ndufa8	ENSMUSG00000026895	NDUFA8
Ndufa9	ENSMUSG00000000399	NDUFA9
Ndufab1	ENSMUSG00000030869	NDUFAB1
Ndufaf1	ENSMUSG00000027305	NDUFAF1
Ndufaf2	ENSMUSG00000068184	NDUFAF2
Ndufaf3	ENSMUSG00000070283	NDUFAF3
Ndufaf4	ENSMUSG00000028261	NDUFAF4
Ndufaf5	ENSMUSG00000027384	NDUFAF5
Ndufaf6	ENSMUSG00000050323	NDUFAF6
Ndufaf7	ENSMUSG00000024082	NDUFAF7
Ndufaf8	ENSMUSG00000078572	NDUFAF8
Ndufb1	ENSMUSG00000113902	NDUFB1
Ndufb10	ENSMUSG00000040048	NDUFB10
Ndufb11	ENSMUSG00000031059	NDUFB11
Ndufb11b	ENSMUSG00000061633	NDUFB11
Ndufb2	ENSMUSG00000002416	NDUFB2
Ndufb3	ENSMUSG00000026032	NDUFB3
Ndufb4	ENSMUSG00000022820	NDUFB4
Ndufb5	ENSMUSG00000027673	NDUFB5
Ndufb6	ENSMUSG00000071014	NDUFB6
Ndufb7	ENSMUSG00000033938	NDUFB7
Ndufb8	ENSMUSG00000025204	NDUFB8
Ndufb9	ENSMUSG00000022354	NDUFB9
Ndufc1	ENSMUSG00000037152	NDUFC1
Ndufc2	ENSMUSG00000030647	NDUFC2
Ndufc2	ENSMUSG00000030647	NDUFC2-KCTD14
Ndufs1	ENSMUSG00000025968	NDUFS1
Ndufs2	ENSMUSG00000013593	NDUFS2
Ndufs3	ENSMUSG00000005510	NDUFS3
Ndufs4	ENSMUSG00000021764	NDUFS4
Ndufs5	ENSMUSG00000028648	NDUFS5
Ndufs6	ENSMUSG00000021606	NDUFS6
Ndufs7	ENSMUSG00000020153	NDUFS7
Ndufs8	ENSMUSG00000059734	NDUFS8
Ndufv1	ENSMUSG00000037916	NDUFV1
Ndufv2	ENSMUSG00000024099	NDUFV2
Ndufv3	ENSMUSG00000024038	NDUFV3
Neb	ENSMUSG00000026950	NEB
Nebl	ENSMUSG00000053702	NEBL
Necab1	ENSMUSG00000040536	NECAB1
Necab2	ENSMUSG00000031837	NECAB2
Necab3	ENSMUSG00000027489	NECAB3
Necap1	ENSMUSG00000030327	NECAP1
Necap2	ENSMUSG00000028923	NECAP2
Nectin1	ENSMUSG00000032012	NECTIN1
Nectin2	ENSMUSG00000062300	NECTIN2
Nectin3	ENSMUSG00000022656	NECTIN3
Nectin4	ENSMUSG00000006411	NECTIN4
Nedd1	ENSMUSG00000019988	NEDD1
Nedd4	ENSMUSG00000032216	NEDD4
Nedd4l	ENSMUSG00000024589	NEDD4L
Nedd8	ENSMUSG00000010376	NEDD8
Nedd9	ENSMUSG00000021365	NEDD9
Nefh	ENSMUSG00000020396	NEFH
Nefl	ENSMUSG00000022055	NEFL
Negr1	ENSMUSG00000040037	NEGR1
Neil1	ENSMUSG00000032298	NEIL1
Neil2	ENSMUSG00000035121	NEIL2
Neil3	ENSMUSG00000039396	NEIL3
Nek1	ENSMUSG00000031644	NEK1
Nek10	ENSMUSG00000042567	NEK10
Nek11	ENSMUSG00000035032	NEK11
Nek2	ENSMUSG00000026622	NEK2
Nek3	ENSMUSG00000031478	NEK3
Nek4	ENSMUSG00000021918	NEK4
Nek5	ENSMUSG00000037738	NEK5
Nek6	ENSMUSG00000026749	NEK6
Nek7	ENSMUSG00000026393	NEK7
Nek8	ENSMUSG00000017405	NEK8
Nek9	ENSMUSG00000034290	NEK9
Nelfa	ENSMUSG00000029111	NELFA
Nelfb	ENSMUSG00000013465	NELFB
Nelfcd	ENSMUSG00000016253	NELFCD
Nelfe	ENSMUSG00000024369	NELFE
Nell1	ENSMUSG00000055409	NELL1
Nell2	ENSMUSG00000022454	NELL2
Nemf	ENSMUSG00000020982	NEMF
Nemp1	ENSMUSG00000040195	NEMP1
Nemp2	ENSMUSG00000043015	NEMP2
Nenf	ENSMUSG00000037499	NENF
Neo1	ENSMUSG00000032340	NEO1
Nepro	ENSMUSG00000036208	NEPRO
Nes	ENSMUSG00000004891	NES
Net1	ENSMUSG00000021215	NET1
Neto1	ENSMUSG00000050321	NETO1
Neto2	ENSMUSG00000036902	NETO2
Neu1	ENSMUSG00000007038	NEU1
Neu2	ENSMUSG00000079434	NEU2
Neu3	ENSMUSG00000035239	NEU3
Neu4	ENSMUSG00000034000	NEU4
Neurl1a	ENSMUSG00000006435	NEURL1
Neurl1b	ENSMUSG00000034413	NEURL1B
Neurl2	ENSMUSG00000039873	NEURL2
Neurl3	ENSMUSG00000047180	NEURL3
Neurl4	ENSMUSG00000047284	NEURL4
Neurod1	ENSMUSG00000034701	NEUROD1
Neurod2	ENSMUSG00000038255	NEUROD2
Neurod4	ENSMUSG00000048015	NEUROD4
Neurod6	ENSMUSG00000037984	NEUROD6
Neurog1	ENSMUSG00000048904	NEUROG1
Neurog2	ENSMUSG00000027967	NEUROG2
Neurog3	ENSMUSG00000044312	NEUROG3
Nexmif	ENSMUSG00000046449	NEXMIF
Nexn	ENSMUSG00000039103	NEXN
Nf1	ENSMUSG00000020716	NF1
Nf2	ENSMUSG00000009073	NF2
Nfam1	ENSMUSG00000058099	NFAM1
Nfasc	ENSMUSG00000026442	NFASC
Nfat5	ENSMUSG00000003847	NFAT5
Nfatc1	ENSMUSG00000033016	NFATC1
Nfatc2	ENSMUSG00000027544	NFATC2
Nfatc2ip	ENSMUSG00000030722	NFATC2IP
Nfatc3	ENSMUSG00000031902	NFATC3
Nfatc4	ENSMUSG00000023411	NFATC4
Nfe2	ENSMUSG00000058794	NFE2
Nfe2l1	ENSMUSG00000038615	NFE2L1
Nfe2l2	ENSMUSG00000015839	NFE2L2
Nfe2l3	ENSMUSG00000029832	NFE2L3
Nfia	ENSMUSG00000028565	NFIA
Nfib	ENSMUSG00000008575	NFIB
Nfic	ENSMUSG00000055053	NFIC
Nfil3	ENSMUSG00000056749	NFIL3
Nfix	ENSMUSG00000001911	NFIX
Nfkb1	ENSMUSG00000028163	NFKB1
Nfkb2	ENSMUSG00000025225	NFKB2
Nfkbia	ENSMUSG00000021025	NFKBIA
Nfkbib	ENSMUSG00000030595	NFKBIB
Nfkbid	ENSMUSG00000036931	NFKBID
Nfkbie	ENSMUSG00000023947	NFKBIE
Nfkbil1	ENSMUSG00000042419	NFKBIL1
Nfkbiz	ENSMUSG00000035356	NFKBIZ
Nfrkb	ENSMUSG00000042185	NFRKB
Nfs1	ENSMUSG00000027618	NFS1
Nfu1	ENSMUSG00000029993	NFU1
Nfx1	ENSMUSG00000028423	NFX1
Nfxl1	ENSMUSG00000072889	NFXL1
Nfya	ENSMUSG00000023994	NFYA
Nfyb	ENSMUSG00000020248	NFYB
Nfyc	ENSMUSG00000032897	NFYC
Ngb	ENSMUSG00000021032	NGB
Ngdn	ENSMUSG00000022204	NGDN
Ngef	ENSMUSG00000026259	NGEF
Ngf	ENSMUSG00000027859	NGF
Ngfr	ENSMUSG00000000120	NGFR
Ngly1	ENSMUSG00000021785	NGLY1
Ngrn	ENSMUSG00000047084	NGRN
Nhej1	ENSMUSG00000026162	NHEJ1
Nhlh1	ENSMUSG00000051251	NHLH1
Nhlh2	ENSMUSG00000048540	NHLH2
Nhlrc1	ENSMUSG00000044231	NHLRC1
Nhlrc2	ENSMUSG00000025078	NHLRC2
Nhlrc3	ENSMUSG00000042997	NHLRC3
Nhlrc4	ENSMUSG00000090113	NHLRC4
Nhp2	ENSMUSG00000001056	NHP2
Nhs	ENSMUSG00000059493	NHS
Nhsl1	ENSMUSG00000039835	NHSL1
Nhsl2	ENSMUSG00000079481	NHSL2
Niban1	ENSMUSG00000026483	NIBAN1
Niban2	ENSMUSG00000026796	NIBAN2
Niban3	ENSMUSG00000043243	NIBAN3
Nicn1	ENSMUSG00000032606	NICN1
Nid1	ENSMUSG00000005397	NID1
Nid2	ENSMUSG00000021806	NID2
Nif3l1	ENSMUSG00000026036	NIF3L1
Nifk	ENSMUSG00000026377	NIFK
Nim1k	ENSMUSG00000095930	NIM1K
Nin	ENSMUSG00000021068	NIN
Ninj1	ENSMUSG00000037966	NINJ1
Ninj2	ENSMUSG00000041377	NINJ2
Ninl	ENSMUSG00000068115	NINL
Nip7	ENSMUSG00000031917	NIP7
Nipa1	ENSMUSG00000047037	NIPA1
Nipa2	ENSMUSG00000030452	NIPA2
Nipal1	ENSMUSG00000067219	NIPAL1
Nipal2	ENSMUSG00000038879	NIPAL2
Nipal3	ENSMUSG00000028803	NIPAL3
Nipal4	ENSMUSG00000020411	NIPAL4
Nipbl	ENSMUSG00000022141	NIPBL
Nipsnap1	ENSMUSG00000034285	NIPSNAP1
Nipsnap2	ENSMUSG00000029432	NIPSNAP2
Nipsnap3b	ENSMUSG00000015247	NIPSNAP3A
Nisch	ENSMUSG00000021910	NISCH
Nit1	ENSMUSG00000013997	NIT1
Nit2	ENSMUSG00000022751	NIT2
Nkain1	ENSMUSG00000078532	NKAIN1
Nkain2	ENSMUSG00000069670	NKAIN2
Nkain3	ENSMUSG00000055761	NKAIN3
Nkain4	ENSMUSG00000027574	NKAIN4
Nkap	ENSMUSG00000016409	NKAP
Nkapd1	ENSMUSG00000059820	NKAPD1
Nkapl	ENSMUSG00000059395	NKAPL
Nkd1	ENSMUSG00000031661	NKD1
Nkd2	ENSMUSG00000021567	NKD2
Nkg7	ENSMUSG00000004612	NKG7
Nkiras1	ENSMUSG00000021772	NKIRAS1
Nkiras2	ENSMUSG00000017837	NKIRAS2
Nkpd1	ENSMUSG00000060621	NKPD1
Nkrf	ENSMUSG00000044149	NKRF
