gene_name	gene_id
LAIR2	ENSG00000167618
C6orf163	ENSG00000203872
RPS10P16	ENSG00000239917
	ENSG00000287068
	ENSG00000254591
	ENSG00000259564
MED30	ENSG00000164758
	ENSG00000255219
	ENSG00000259544
	ENSG00000287251
PPP1R10P1	ENSG00000255352
LINC02725	ENSG00000273415
EFL1	ENSG00000140598
DINOL	ENSG00000285244
PERP	ENSG00000112378
	ENSG00000285640
NXPE2	ENSG00000204361
UST	ENSG00000111962
	ENSG00000255537
CXCL1P1	ENSG00000250339
	ENSG00000257178
RAC1P5	ENSG00000213522
	ENSG00000213087
	ENSG00000285879
	ENSG00000272383
	ENSG00000286241
FAM118B	ENSG00000197798
	ENSG00000271239
PPIAP76	ENSG00000250484
VAMP9P	ENSG00000284516
GABRR1	ENSG00000146276
	ENSG00000269534
MUC7	ENSG00000171195
	ENSG00000268723
MAP2K6	ENSG00000108984
	ENSG00000254041
RPS20P20	ENSG00000241942
PHLDB3	ENSG00000176531
	ENSG00000272502
	ENSG00000286677
	ENSG00000271219
MAP1B	ENSG00000131711
RAD21	ENSG00000164754
RXYLT1-AS1	ENSG00000255850
	ENSG00000257222
ENPP7P5	ENSG00000256589
LINC02445	ENSG00000257750
	ENSG00000280110
	ENSG00000258272
	ENSG00000256546
PRSS12	ENSG00000164099
	ENSG00000257146
	ENSG00000260329
	ENSG00000285030
	ENSG00000256465
SCAI	ENSG00000173611
AEBP2	ENSG00000139154
	ENSG00000232891
ULBP3	ENSG00000131019
	ENSG00000229923
	ENSG00000286125
SLC35A1	ENSG00000164414
	ENSG00000287845
GLDCP1	ENSG00000248590
NDST4	ENSG00000138653
	ENSG00000274492
RNU4-92P	ENSG00000200653
	ENSG00000207342
	ENSG00000283627
MPPE1P1	ENSG00000258990
TTC8	ENSG00000165533
CHMP4AP1	ENSG00000231722
NDUFB4P7	ENSG00000225428
	ENSG00000233444
	ENSG00000286735
PBX2P1	ENSG00000244171
HMGN1P10	ENSG00000244101
SUCNR1	ENSG00000198829
OCLNP1	ENSG00000230847
	ENSG00000269321
	ENSG00000213016
	ENSG00000279683
	ENSG00000283907
USP39	ENSG00000168883
	ENSG00000249017
SLC25A2	ENSG00000120329
NDUFB4	ENSG00000065518
	ENSG00000270021
ZNF875	ENSG00000181666
MAN2A2	ENSG00000196547
LINC02224	ENSG00000249203
	ENSG00000249492
ASIP	ENSG00000101440
GDF9	ENSG00000164404
USP53	ENSG00000145390
NPBWR2	ENSG00000125522
BSX	ENSG00000188909
MACROD2	ENSG00000172264
CEP70	ENSG00000114107
LINC02743	ENSG00000255258
	ENSG00000283538
	ENSG00000256757
LINC02551	ENSG00000254842
CNTNAP3B	ENSG00000154529
MTND4LP19	ENSG00000219087
	ENSG00000285797
	ENSG00000278206
PITPNC1	ENSG00000154217
LINC00326	ENSG00000231023
GLULP3	ENSG00000254572
	ENSG00000248559
	ENSG00000254433
TH2LCRR	ENSG00000223442
LINC02684	ENSG00000255512
	ENSG00000254528
	ENSG00000283782
	ENSG00000258240
	ENSG00000287100
	ENSG00000280385
	ENSG00000224417
LINC02695	ENSG00000254699
	ENSG00000231912
LINC02712	ENSG00000273409
	ENSG00000237596
	ENSG00000213184
ARHGEF9-IT1	ENSG00000231729
	ENSG00000288661
RMST	ENSG00000255794
PANX3	ENSG00000154143
BTF3P8	ENSG00000236813
ESM1	ENSG00000164283
MIR1468	ENSG00000222532
MECP2	ENSG00000169057
LINCADL	ENSG00000287148
	ENSG00000248127
	ENSG00000236173
LAMTOR3P2	ENSG00000248979
LINC01625	ENSG00000238099
COQ10BP2	ENSG00000251552
ROBO4	ENSG00000154133
PSD2-AS1	ENSG00000249131
TRBV7-3	ENSG00000211714
TRBVA	ENSG00000239992
ZNF467	ENSG00000181444
	ENSG00000250555
LINC01950	ENSG00000251027
FAM8A6P	ENSG00000218772
LINC01258	ENSG00000249534
LINC00271	ENSG00000231028
LINC01332	ENSG00000250446
PRELID3BP8	ENSG00000270741
	ENSG00000270257
CRHBP	ENSG00000145708
	ENSG00000223605
ACTR6P1	ENSG00000248915
CUL4AP1	ENSG00000248139
	ENSG00000248547
DLGAP4	ENSG00000080845
CIR1P2	ENSG00000250215
PRKCA	ENSG00000154229
H3P15	ENSG00000251005
	ENSG00000226965
	ENSG00000286136
	ENSG00000286891
	ENSG00000288101
	ENSG00000197462
	ENSG00000287084
	ENSG00000203335
LINC02531	ENSG00000220908
	ENSG00000250277
	ENSG00000276960
UGT2A3P7	ENSG00000248886
	ENSG00000218173
TINAG-AS1	ENSG00000228231
	ENSG00000250183
HEBP2	ENSG00000051620
	ENSG00000287781
	ENSG00000280064
	ENSG00000244036
TUBAP10	ENSG00000248506
RDH10	ENSG00000121039
	ENSG00000236395
UBE2H	ENSG00000186591
RHOH	ENSG00000168421
SLC6A21P	ENSG00000269009
ATF1P1	ENSG00000219387
CHCHD2P4	ENSG00000213118
	ENSG00000267216
CAHM	ENSG00000270419
LUADT1	ENSG00000196634
FOSB	ENSG00000125740
	ENSG00000230960
	ENSG00000214890
	ENSG00000216480
	ENSG00000272154
AKAP12	ENSG00000131016
WASHC5	ENSG00000164961
RGMB	ENSG00000174136
	ENSG00000256569
PLXNC1	ENSG00000136040
INF2	ENSG00000203485
NFE2L1-DT	ENSG00000263412
LINC01626	ENSG00000223765
	ENSG00000267526
SEPTIN7P12	ENSG00000275562
NUDT19P3	ENSG00000216723
ARMC2-AS1	ENSG00000230290
RAET1L	ENSG00000155918
	ENSG00000266934
ACTBP4	ENSG00000286676
	ENSG00000230929
	ENSG00000263680
LINC01170	ENSG00000253807
	ENSG00000259064
	ENSG00000259762
	ENSG00000239465
CCL28	ENSG00000151882
NKIRAS2	ENSG00000168256
HOMER2	ENSG00000103942
TTK	ENSG00000112742
CDR1	ENSG00000288642
GAGE12H	ENSG00000224902
	ENSG00000279686
MOXD2P	ENSG00000240268
ANKRD55	ENSG00000164512
CEP78	ENSG00000148019
	ENSG00000270157
ZCCHC18	ENSG00000166707
	ENSG00000254935
CSTL1	ENSG00000125823
	ENSG00000219529
THY1-AS1	ENSG00000263873
	ENSG00000287897
ZNF543	ENSG00000178229
PTPRZ1	ENSG00000106278
DRD2	ENSG00000149295
	ENSG00000273445
PAGE5	ENSG00000158639
	ENSG00000286011
	ENSG00000268034
	ENSG00000282943
SUMO1P4	ENSG00000235555
ZNF133	ENSG00000125846
	ENSG00000260599
	ENSG00000268407
PLEKHA3P1	ENSG00000269800
LILRA5	ENSG00000187116
CCDC85A	ENSG00000055813
LINC01143	ENSG00000237751
TRPC7-AS1	ENSG00000248211
CTNNA1P1	ENSG00000249026
DHFRP3	ENSG00000168129
	ENSG00000286454
CNN2P11	ENSG00000237383
	ENSG00000184188
	ENSG00000230572
BRCC3	ENSG00000185515
SPATA9	ENSG00000145757
LARP1B	ENSG00000138709
	ENSG00000225187
LINC01793	ENSG00000222030
	ENSG00000270569
	ENSG00000286698
	ENSG00000253821
CCDC12P1	ENSG00000226366
ISL2	ENSG00000159556
	ENSG00000268678
IGKV2OR2-1	ENSG00000270748
PMIS2	ENSG00000283758
	ENSG00000254357
	ENSG00000227987
LINC02845	ENSG00000253644
	ENSG00000221849
ETHE1	ENSG00000105755
	ENSG00000255310
	ENSG00000235584
	ENSG00000255413
RGS20	ENSG00000147509
	ENSG00000287130
ATG12P1	ENSG00000266501
LINC02073	ENSG00000267452
C2orf92	ENSG00000228486
OR7H2P	ENSG00000251261
	ENSG00000251281
SEMA6A-AS1	ENSG00000248445
RORA-AS1	ENSG00000245534
VASN	ENSG00000168140
ARL15	ENSG00000185305
DNAJA3	ENSG00000103423
	ENSG00000274029
	ENSG00000268355
	ENSG00000255780
	ENSG00000258134
	ENSG00000260351
ZSWIM9	ENSG00000185453
RAD51-AS1	ENSG00000245849
	ENSG00000271379
	ENSG00000257642
	ENSG00000271579
SPATA20	ENSG00000006282
PPIAP45	ENSG00000258116
MKRN9P	ENSG00000258128
TYRO3P	ENSG00000259581
	ENSG00000279360
MYF6	ENSG00000111046
PDE8A	ENSG00000073417
GUSBP9	ENSG00000215630
KLK8	ENSG00000129455
	ENSG00000249478
PTCD2	ENSG00000049883
MTERF2	ENSG00000120832
KCTD21	ENSG00000188997
	ENSG00000261763
LINC02045	ENSG00000243347
	ENSG00000280399
	ENSG00000285660
	ENSG00000250608
FNTAP1	ENSG00000254502
ELOCP22	ENSG00000255006
OR2AT4	ENSG00000171561
METAP2	ENSG00000111142
	ENSG00000240890
	ENSG00000243620
PJA1	ENSG00000181191
SPTBN1-AS1	ENSG00000228108
SIX3-AS1	ENSG00000236502
HEPACAM	ENSG00000165478
TMCC1-DT	ENSG00000271270
RBX1P1	ENSG00000226860
	ENSG00000243305
RPL7P16	ENSG00000242899
PPIAP72	ENSG00000174715
	ENSG00000241679
VN2R1P	ENSG00000174930
	ENSG00000253513
LZTS3	ENSG00000088899
MTCO1P4	ENSG00000253556
KCNAB1-AS1	ENSG00000242370
RPL21P71	ENSG00000239412
TMEM255A	ENSG00000125355
GALNT14	ENSG00000158089
PDCL3P2	ENSG00000282989
CPHL1P	ENSG00000240216
	ENSG00000253176
RPL30P16	ENSG00000230169
H2AZP2	ENSG00000253173
	ENSG00000231178
RNF19A	ENSG00000034677
CHORDC1	ENSG00000110172
TMEM74B	ENSG00000125895
	ENSG00000249820
SLC9A9-AS1	ENSG00000240012
	ENSG00000243116
PTPRA	ENSG00000132670
	ENSG00000275210
PPM1L	ENSG00000163590
ARID1B	ENSG00000049618
LINC01480	ENSG00000270164
ZNF229	ENSG00000278318
SLC15A2	ENSG00000163406
	ENSG00000267133
	ENSG00000277170
	ENSG00000277440
TRMT10BP1	ENSG00000253580
	ENSG00000275515
	ENSG00000269741
	ENSG00000272010
RDH13	ENSG00000160439
RIMS2	ENSG00000176406
HMOX2	ENSG00000103415
OTUD5	ENSG00000068308
	ENSG00000236543
AUH	ENSG00000148090
	ENSG00000271053
MCUB	ENSG00000005059
	ENSG00000283459
	ENSG00000268027
LINC02391	ENSG00000277851
GDA	ENSG00000119125
ELOCP32	ENSG00000257465
GTSF1	ENSG00000170627
ZNF528	ENSG00000167555
	ENSG00000248639
LINC02379	ENSG00000251649
	ENSG00000287924
GAPDHP56	ENSG00000249018
TERF1P3	ENSG00000249311
	ENSG00000288567
LINC02479	ENSG00000251326
OSTC	ENSG00000198856
ARHGAP31	ENSG00000031081
OR2AT1P	ENSG00000254475
LINC02403	ENSG00000257541
	ENSG00000256972
AAMDC	ENSG00000087884
TAF7L	ENSG00000102387
RTN2	ENSG00000125744
FER	ENSG00000151422
CWH43	ENSG00000109182
MON2	ENSG00000061987
SEC61A1	ENSG00000058262
RAD21L1	ENSG00000244588
TRPC5OS	ENSG00000204025
	ENSG00000259575
HNRNPCP3	ENSG00000259419
	ENSG00000259532
DUXAP6	ENSG00000258726
	ENSG00000249282
	ENSG00000287926
THBS4-AS1	ENSG00000249825
	ENSG00000258954
	ENSG00000259700
IGKV1OR2-6	ENSG00000271569
INTS6L	ENSG00000165359
LINC01965	ENSG00000256637
	ENSG00000274471
	ENSG00000286897
	ENSG00000270513
LINC01023	ENSG00000272523
	ENSG00000270697
DNM1	ENSG00000106976
PPIC-AS1	ENSG00000249996
NEIL1	ENSG00000140398
CNOT11	ENSG00000158435
	ENSG00000254710
SMN2	ENSG00000205571
LINC02764	ENSG00000255484
DUXAP5	ENSG00000255377
PKNOX2	ENSG00000165495
	ENSG00000240207
	ENSG00000248773
TACR1	ENSG00000115353
	ENSG00000249942
RPL5P12	ENSG00000242697
CP	ENSG00000047457
ZNF831	ENSG00000124203
HMGB3P15	ENSG00000250897
CDC42P4	ENSG00000249965
	ENSG00000260091
	ENSG00000230189
	ENSG00000248128
RPL34-DT	ENSG00000234492
CBFA2T2	ENSG00000078699
TRBV26	ENSG00000249912
TRBV5-1	ENSG00000211734
	ENSG00000286260
TECRP2	ENSG00000248565
	ENSG00000267449
	ENSG00000249244
BRI3	ENSG00000164713
	ENSG00000251185
SLC8A1	ENSG00000183023
NDST3	ENSG00000164100
TTYH2	ENSG00000141540
ZFX	ENSG00000005889
CFL2	ENSG00000165410
YBX1P2	ENSG00000231167
	ENSG00000083622
AKR1B15	ENSG00000227471
	ENSG00000260235
	ENSG00000259560
ZNF575	ENSG00000176472
PLA2G4E-AS1	ENSG00000246740
NEXN-AS1	ENSG00000235927
	ENSG00000259175
	ENSG00000223920
	ENSG00000237453
MINAR1	ENSG00000169330
SLFNL1-AS1	ENSG00000281207
NEGR1	ENSG00000172260
ZNF285B	ENSG00000176761
KLK9	ENSG00000213022
TRBV8-2	ENSG00000239944
GIMAP7	ENSG00000179144
	ENSG00000287101
	ENSG00000273716
TMC3-AS1	ENSG00000259343
SEC24D	ENSG00000150961
	ENSG00000285473
	ENSG00000233942
UQCRFS1	ENSG00000169021
RPL36AP10	ENSG00000237959
LINC01712	ENSG00000231364
VN1R104P	ENSG00000249654
DPPA5P1	ENSG00000269776
	ENSG00000234578
PSG11	ENSG00000243130
SLC37A3	ENSG00000157800
FAF1	ENSG00000185104
SNORA30	ENSG00000206755
	ENSG00000214788
TMEM265	ENSG00000281991
	ENSG00000260899
	ENSG00000255234
GCH1	ENSG00000131979
LINC02704	ENSG00000255079
PHKG2	ENSG00000156873
ESAM	ENSG00000149564
	ENSG00000258773
	ENSG00000279971
	ENSG00000279240
	ENSG00000213755
	ENSG00000250602
SLC6A16	ENSG00000063127
	ENSG00000274667
	ENSG00000259665
	ENSG00000258765
	ENSG00000250806
	ENSG00000259229
	ENSG00000285616
	ENSG00000286111
PPM1B	ENSG00000138032
LINC02058	ENSG00000248528
SEC11A	ENSG00000140612
SCAMP1-AS1	ENSG00000245556
	ENSG00000283517
ABCA9-AS1	ENSG00000231749
	ENSG00000248245
CCT5P1	ENSG00000250444
	ENSG00000280368
	ENSG00000259349
	ENSG00000272203
RBX1P2	ENSG00000251050
SSX1	ENSG00000126752
	ENSG00000248422
MTCYBP18	ENSG00000244921
	ENSG00000270553
	ENSG00000264243
	ENSG00000275897
WNT8A	ENSG00000061492
	ENSG00000240995
	ENSG00000267250
	ENSG00000253322
SLC39A11	ENSG00000133195
RAB2A	ENSG00000104388
ZNF81	ENSG00000197779
DPF2	ENSG00000133884
MID2	ENSG00000080561
MARCHF3	ENSG00000173926
TUBB8P2	ENSG00000218896
ERVK3-1	ENSG00000142396
HMGB3P19	ENSG00000217085
KIAA0408	ENSG00000189367
CEACAMP8	ENSG00000236932
RPL5P17	ENSG00000243859
	ENSG00000279860
	ENSG00000248170
	ENSG00000261242
	ENSG00000249721
FKRP	ENSG00000181027
	ENSG00000205767
GCATP1	ENSG00000270878
LINC02208	ENSG00000250891
	ENSG00000258800
CLDN18	ENSG00000066405
HSPE1P2	ENSG00000258645
RNU6-597P	ENSG00000202490
	ENSG00000206822
RNU6-1162P	ENSG00000207172
	ENSG00000246731
	ENSG00000274015
	ENSG00000200693
SGPP1	ENSG00000126821
	ENSG00000260771
	ENSG00000287877
	ENSG00000286540
TPT1P4	ENSG00000217027
	ENSG00000276620
	ENSG00000225148
HSPD1P10	ENSG00000216990
MTCO1P56	ENSG00000220340
FAAH	ENSG00000117480
SMPD2	ENSG00000135587
EIF2S2P1	ENSG00000258778
PSD2	ENSG00000146005
RNU7-116P	ENSG00000252749
CCDC189	ENSG00000196118
ACTL10	ENSG00000288649
TPM3P2	ENSG00000214200
PIGPP3	ENSG00000228958
RALY-AS1	ENSG00000285230
ADHFE1	ENSG00000147576
TOM1L1	ENSG00000141198
PDZD11	ENSG00000120509
	ENSG00000234675
DBR1	ENSG00000138231
	ENSG00000274594
SYNE2	ENSG00000054654
RPS12	ENSG00000112306
	ENSG00000285887
	ENSG00000285652
KRT8P42	ENSG00000220378
GNAS	ENSG00000087460
	ENSG00000270701
HEPN1	ENSG00000221932
KRT8P7	ENSG00000230716
	ENSG00000288393
PLCXD2-AS1	ENSG00000240766
NDUFS6P1	ENSG00000241905
GJB7	ENSG00000164411
	ENSG00000279197
PARP14	ENSG00000173193
	ENSG00000248927
	ENSG00000235168
BASP1	ENSG00000176788
SUMO4	ENSG00000177688
FXYD6	ENSG00000137726
ABCD1P5	ENSG00000214330
CNKSR3	ENSG00000153721
	ENSG00000227960
MRPS9	ENSG00000135972
	ENSG00000248752
TEX11	ENSG00000120498
KYAT3	ENSG00000137944
TRPC7-AS2	ENSG00000250947
TOMM40P3	ENSG00000249360
MRPS11	ENSG00000181991
TMEM171	ENSG00000157111
RBM48P1	ENSG00000223620
	ENSG00000287290
LINC02485	ENSG00000248456
	ENSG00000249036
	ENSG00000249483
PLK4	ENSG00000142731
C5orf15	ENSG00000113583
	ENSG00000280211
CIB4	ENSG00000157884
ZNF629	ENSG00000102870
	ENSG00000274848
	ENSG00000260082
CDH12P2	ENSG00000249230
	ENSG00000274678
MIR762HG	ENSG00000260083
PGGT1B	ENSG00000164219
TDGF1P6	ENSG00000241438
DZIP1L	ENSG00000158163
MIR4519	ENSG00000265991
	ENSG00000262721
MIR762	ENSG00000211591
CTF2P	ENSG00000230447
FBXL19-AS1	ENSG00000260852
GOLGA6L5P	ENSG00000230373
	ENSG00000261487
CTBP2P5	ENSG00000214602
ORAI3	ENSG00000175938
	ENSG00000203643
CRIM1-DT	ENSG00000260025
SOWAHCP5	ENSG00000278631
ATP1B3P1	ENSG00000271707
GPR160P1	ENSG00000203363
	ENSG00000233275
VAMP8	ENSG00000118640
	ENSG00000275263
	ENSG00000279196
	ENSG00000259805
HSD3B7	ENSG00000099377
	ENSG00000259317
	ENSG00000237568
	ENSG00000229505
	ENSG00000228187
	ENSG00000259627
	ENSG00000285201
	ENSG00000259562
SHISAL2A	ENSG00000182183
PRC1-AS1	ENSG00000258725
	ENSG00000249746
SMAD5	ENSG00000113658
	ENSG00000250507
	ENSG00000197813
	ENSG00000233447
LDHAP3	ENSG00000236090
VN1R88P	ENSG00000268541
	ENSG00000230118
PSG2	ENSG00000242221
BUB3P1	ENSG00000227968
HMGB1P18	ENSG00000236407
RPL7P32	ENSG00000231006
GNG12-AS1	ENSG00000232284
	ENSG00000274281
	ENSG00000229532
RBPMS2	ENSG00000166831
	ENSG00000236503
YPEL5	ENSG00000119801
	ENSG00000271820
TMEM120A	ENSG00000189077
CLRN1-AS1	ENSG00000239265
	ENSG00000278128
CLCA4-AS1	ENSG00000236915
BRSK1	ENSG00000160469
	ENSG00000213078
LINC02539	ENSG00000234956
	ENSG00000271949
CHCHD6	ENSG00000159685
	ENSG00000227062
FOXO3	ENSG00000118689
DNTTIP2	ENSG00000067334
EFL1P1	ENSG00000259404
	ENSG00000225096
STX1B	ENSG00000099365
	ENSG00000235011
	ENSG00000284734
ST13P20	ENSG00000215875
	ENSG00000259170
	ENSG00000259986
	ENSG00000235673
	ENSG00000225938
MTND3P12	ENSG00000259626
LINC01555	ENSG00000180869
VPS33B-DT	ENSG00000214432
	ENSG00000226938
HNRNPA1P64	ENSG00000213559
	ENSG00000287587
	ENSG00000287688
CDC40	ENSG00000168438
DNAJB6P7	ENSG00000243508
	ENSG00000261167
GPR174	ENSG00000147138
	ENSG00000282860
SEPTIN6	ENSG00000125354
NAA50	ENSG00000121579
ODF2L	ENSG00000122417
MAN2C1	ENSG00000140400
RNF180	ENSG00000164197
GGT8P	ENSG00000236969
MTFR2P1	ENSG00000233716
LINC01867	ENSG00000225444
LGALSL	ENSG00000119862
	ENSG00000253945
MTRNR2L13	ENSG00000270394
	ENSG00000248824
RRS1	ENSG00000179041
RPL7AP26	ENSG00000214988
STX4	ENSG00000103496
LACTB2-AS1	ENSG00000246366
PDE5A	ENSG00000138735
SMILR	ENSG00000255364
	ENSG00000287819
CDKN2AIPNL	ENSG00000237190
CHRNA2	ENSG00000120903
GZMA	ENSG00000145649
MRE11P1	ENSG00000242537
OTOL1	ENSG00000182447
RGPD2	ENSG00000185304
TM4SF18	ENSG00000163762
MTND6P3	ENSG00000254132
	ENSG00000239719
ZCCHC10	ENSG00000155329
TAS2R6P	ENSG00000270923
	ENSG00000237974
	ENSG00000285106
	ENSG00000287823
SF3B5	ENSG00000169976
	ENSG00000227678
	ENSG00000273183
PAXBP1P1	ENSG00000233489
	ENSG00000224469
PRKAR2B-AS1	ENSG00000243193
	ENSG00000285917
	ENSG00000287683
	ENSG00000274903
DYNLT1	ENSG00000146425
CADPS2	ENSG00000081803
	ENSG00000231863
	ENSG00000243733
LINC01323	ENSG00000241636
	ENSG00000217878
	ENSG00000240354
MFFP2	ENSG00000251583
MEIKIN	ENSG00000239642
EPS8L1	ENSG00000131037
MRPL3	ENSG00000114686
	ENSG00000270696
	ENSG00000237320
BHMT	ENSG00000145692
TMEM214	ENSG00000119777
OPRM1	ENSG00000112038
	ENSG00000260368
RPL12P48	ENSG00000270865
PRXL2AP2	ENSG00000254213
CXCR5	ENSG00000160683
STK3	ENSG00000104375
	ENSG00000249021
GLB1L2	ENSG00000149328
YTHDC2	ENSG00000047188
	ENSG00000266765
RPL9P28	ENSG00000242067
LINC01982	ENSG00000263317
TRMT112P3	ENSG00000265262
PRELID3BP3	ENSG00000264907
PSMD7P1	ENSG00000266707
RNFT1-DT	ENSG00000267302
BPTFP1	ENSG00000263647
	ENSG00000253347
	ENSG00000267109
	ENSG00000247011
	ENSG00000262384
NGFR	ENSG00000064300
PTPRF	ENSG00000142949
	ENSG00000260911
	ENSG00000288070
	ENSG00000232748
TSPAN18-AS1	ENSG00000255032
	ENSG00000259290
	ENSG00000255136
ZNF668	ENSG00000167394
LINC02702	ENSG00000237937
	ENSG00000267653
LINC00900	ENSG00000246100
	ENSG00000280299
FAM104A	ENSG00000133193
LINC02618	ENSG00000242104
	ENSG00000269888
MYLKP1	ENSG00000228868
	ENSG00000245869
ATP6V0D2	ENSG00000147614
NUDT16L2P	ENSG00000246082
	ENSG00000254932
HNRNPA3P13	ENSG00000250826
B3GAT1	ENSG00000109956
LINC02263	ENSG00000228358
	ENSG00000249305
KCNN2	ENSG00000080709
OR7E129P	ENSG00000180770
SYPL1P1	ENSG00000243154
	ENSG00000261124
SYNPR	ENSG00000163630
ZNF646	ENSG00000167395
CSF2RA	ENSG00000198223
TAF2	ENSG00000064313
PRSS53	ENSG00000151006
PF4	ENSG00000163737
	ENSG00000279743
PDHA2	ENSG00000163114
	ENSG00000277728
IGBP1P2	ENSG00000266826
	ENSG00000213480
DHX40P1	ENSG00000266992
MAD2L1	ENSG00000164109
	ENSG00000255439
	ENSG00000285693
	ENSG00000184566
TRAPPC2B	ENSG00000256060
LMO2	ENSG00000135363
RPL32P33	ENSG00000243514
	ENSG00000275860
	ENSG00000265218
ZNF578	ENSG00000258405
	ENSG00000272763
VKORC1	ENSG00000167397
	ENSG00000265883
TOB1	ENSG00000141232
KLK10	ENSG00000129451
	ENSG00000243415
	ENSG00000280397
	ENSG00000244358
	ENSG00000241048
UBE2D2	ENSG00000131508
	ENSG00000239941
LINC00903	ENSG00000241397
	ENSG00000279147
CD82	ENSG00000085117
EIF3KP3	ENSG00000250442
	ENSG00000250546
TANC2	ENSG00000170921
	ENSG00000280160
GXYLT1P7	ENSG00000227265
	ENSG00000268739
RPS7P7	ENSG00000240167
	ENSG00000283103
LINC00635	ENSG00000241469
BCKDK	ENSG00000103507
QRFPR	ENSG00000186867
KCNIP3	ENSG00000115041
KIR3DX1	ENSG00000104970
	ENSG00000286362
ZNNT1	ENSG00000261087
	ENSG00000286701
ADRB3	ENSG00000188778
PCDHB13	ENSG00000187372
	ENSG00000249341
HMGB1P19	ENSG00000253463
	ENSG00000285982
	ENSG00000287383
	ENSG00000259802
	ENSG00000283157
LEAP2	ENSG00000164406
NACAP10	ENSG00000254253
	ENSG00000254343
CASC19	ENSG00000254166
PPP3CA	ENSG00000138814
AIG1P1	ENSG00000249089
	ENSG00000249364
CLASRP	ENSG00000104859
	ENSG00000286882
FTH1P9	ENSG00000251395
LINC02122	ENSG00000248474
ALDH7A1P1	ENSG00000251400
LRRTM2	ENSG00000146006
FEM1C	ENSG00000145780
LINC02071	ENSG00000249383
PAFAH1B1P1	ENSG00000214354
EGFLAM-AS3	ENSG00000249071
	ENSG00000284762
RPS6P3	ENSG00000237549
CD300LF	ENSG00000186074
	ENSG00000272156
WDR70	ENSG00000082068
PLEK	ENSG00000115956
CRCP	ENSG00000241258
JAK2	ENSG00000096968
UTP23	ENSG00000147679
MIR670HG	ENSG00000235661
PNPP1	ENSG00000228209
RMND5A	ENSG00000153561
HSD17B12	ENSG00000149084
DYNLL1P4	ENSG00000257231
LINC02404	ENSG00000257893
	ENSG00000270482
FAM83A-AS1	ENSG00000204949
	ENSG00000257181
POLR3B	ENSG00000013503
LINC01103	ENSG00000234781
LINC01886	ENSG00000224568
	ENSG00000214803
	ENSG00000254334
	ENSG00000287554
	ENSG00000241921
	ENSG00000253629
	ENSG00000261522
CPED1	ENSG00000106034
KCNQ3	ENSG00000184156
EPCAM-DT	ENSG00000234690
HMGB1P29	ENSG00000250862
	ENSG00000250080
	ENSG00000248709
LINC02200	ENSG00000250358
PSAT1P2	ENSG00000232144
RPL23AP32	ENSG00000237887
TEKT4	ENSG00000163060
LVRN	ENSG00000172901
	ENSG00000251498
	ENSG00000229494
CEP170P1	ENSG00000154608
TSPAN3	ENSG00000140391
	ENSG00000251177
	ENSG00000254693
RPL23AP63	ENSG00000243721
LINC01813	ENSG00000229805
TREH	ENSG00000118094
KAT8	ENSG00000103510
LINC02262	ENSG00000224932
SLC9A2	ENSG00000115616
SEPTIN14P4	ENSG00000251155
	ENSG00000250938
	ENSG00000250344
CPSF4L	ENSG00000187959
	ENSG00000251228
LINC02516	ENSG00000261083
SUSD1	ENSG00000106868
LINC01091	ENSG00000249464
	ENSG00000276251
	ENSG00000266155
	ENSG00000268133
	ENSG00000264421
C5AR1	ENSG00000197405
HSF5	ENSG00000176160
	ENSG00000235181
	ENSG00000237837
SLC1A5	ENSG00000105281
DHCR24	ENSG00000116133
	ENSG00000285890
RPL31	ENSG00000071082
	ENSG00000125695
PPIAP86	ENSG00000213873
LINC00824	ENSG00000254275
BTBD17	ENSG00000204347
COG1	ENSG00000166685
SOD1P3	ENSG00000253651
TRAPPC2P2	ENSG00000253124
	ENSG00000254112
PGAM1P13	ENSG00000248838
LINC01603	ENSG00000253479
	ENSG00000259609
RPL26P20	ENSG00000219722
SSR1P1	ENSG00000220598
	ENSG00000288085
	ENSG00000261762
	ENSG00000261549
	ENSG00000229720
CYP51A1P3	ENSG00000215223
LUC7L2	ENSG00000146963
	ENSG00000259713
	ENSG00000236075
SNRPEP6	ENSG00000217824
	ENSG00000277135
	ENSG00000285655
LINC01624	ENSG00000227508
	ENSG00000258489
	ENSG00000280451
DUTP8	ENSG00000214904
	ENSG00000272479
	ENSG00000253924
	ENSG00000286467
	ENSG00000251492
	ENSG00000253745
LINC02502	ENSG00000250392
LARP6	ENSG00000166173
TOX	ENSG00000198846
SAR1AP3	ENSG00000225665
	ENSG00000262766
LAMTOR3	ENSG00000109270
	ENSG00000278133
	ENSG00000261385
PRSS8	ENSG00000052344
DAZAP2	ENSG00000183283
	ENSG00000286992
LAMA4	ENSG00000112769
CCDC34	ENSG00000109881
ASAP1	ENSG00000153317
	ENSG00000258540
UNC45A	ENSG00000140553
GABRA4	ENSG00000109158
ANGPTL5	ENSG00000187151
PRSS36	ENSG00000178226
HELZ-AS1	ENSG00000266473
RGS9	ENSG00000108370
ZW10	ENSG00000086827
PPP1R12C	ENSG00000125503
TRBV27	ENSG00000211752
	ENSG00000246214
TRBV23-1	ENSG00000211749
FHL1	ENSG00000022267
PRSS58	ENSG00000258223
FKBP1B	ENSG00000119782
	ENSG00000249605
	ENSG00000286828
	ENSG00000248758
RPL3P6	ENSG00000213891
DUX4L51	ENSG00000250482
	ENSG00000249795
